% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=105580, Mon Apr  7 16:29:32 2025
1 6 0.1307661057311496 0.1307661057311496 0.1307661057311496 0.1307661057311496 0.9323271390820125 1.063374866042615
2 12 0.02031220065297002 0.02031220065297002 0.02031220065297002 0.02031220065297002 0.9323271390820125 1.063374866042615
3 18 0.07191425806290143 0.07191425806290143 0.07191425806290143 0.07191425806290143 0.963372068277412 1.0353329213653457
4 24 -0.06270920723912504 -0.06270920723912504 -0.06270920723912504 -0.06270920723912504 0.963372068277412 1.0353329213653457
5 30 0.09640101961330458 0.09640101961330458 0.09640101961330458 0.09640101961330458 0.9505782347532978 1.0470916958954954
6 36 -0.3086478531393262 -0.3086478531393262 -0.3086478531393262 -0.3086478531393262 0.9505782347532978 1.0470916958954954
7 42 -0.43854222551966904 -0.43854222551966904 -0.43854222551966904 -0.43854222551966904 0.7493048608412539 1.1993924401627973
8 48 -0.41649067933337647 -0.41649067933337647 -0.41649067933337647 -0.41649067933337647 0.7493048608412539 1.1993924401627973
9 54 -0.37874034100221043 -0.37874034100221043 -0.37874034100221043 -0.37874034100221043 0.7882002657940365 1.1741977435688635
10 60 -0.47062707831772393 -0.47062707831772393 -0.47062707831772393 -0.47062707831772393 0.7882002657940365 1.1741977435688635
11 66 -0.6505288778505027 -0.6505288778505027 -0.6505288778505027 -0.6505288778505027 0.5911608259598204 1.284729106796644
12 72 -0.7538208813279018 -0.7538208813279018 -0.7538208813279018 -0.7538208813279018 0.5911608259598204 1.284729106796644
13 78 -0.7889617302139358 -0.7889617302139358 -0.7889617302139358 -0.7889617302139358 0.45938901792061193 1.3375207401060873
14 84 -0.8356182875549625 -0.8356182875549625 -0.8356182875549625 -0.8356182875549625 0.45938901792061193 1.3375207401060873
15 90 -0.8096251702477879 -0.8096251702477879 -0.8096251702477879 -0.8096251702477879 0.4363196417217679 1.3452230931142195
16 96 -0.7926602248963579 -0.7926602248963579 -0.7926602248963579 -0.7926602248963579 0.4363196417217679 1.3452230931142195
17 102 -0.7252902159364298 -0.7252902159364298 -0.7252902159364298 -0.7252902159364298 0.5241276410031914 1.313503032328601
18 108 -0.6593710281981647 -0.6593710281981647 -0.6593710281981647 -0.6593710281981647 0.5241276410031914 1.313503032328601
19 114 -0.7014375970145947 -0.7014375970145947 -0.7014375970145947 -0.7014375970145947 0.5464086410237352 1.3043916578292711
20 120 -0.5709461445218618 -0.5709461445218618 -0.5709461445218618 -0.5709461445218618 0.5464086410237352 1.3043916578292711
21 126 -0.49962247878921817 -0.49962247878921817 -0.49962247878921817 -0.49962247878921817 0.7073736786245172 1.2245907393040412
22 132 -0.5530622107112998 -0.5530622107112998 -0.5530622107112998 -0.5530622107112998 0.7073736786245172 1.2245907393040412
23 138 -0.645853052842604 -0.645853052842604 -0.645853052842604 -0.645853052842604 0.5951024677796221 1.2829080453573452
24 144 -0.8280821379579452 -0.8280821379579452 -0.8280821379579452 -0.8280821379579452 0.5951024677796221 1.2829080453573452
25 150 -0.7107863309123007 -0.7107863309123007 -0.7107863309123007 -0.7107863309123007 0.5377858952108164 1.307970309644795
26 156 -0.638210706812696 -0.638210706812696 -0.638210706812696 -0.638210706812696 0.5377858952108164 1.307970309644795
27 162 -0.6178450112303947 -0.6178450112303947 -0.6178450112303947 -0.6178450112303947 0.6181868558693281 1.2719453648763357
28 168 -0.5305609196396551 -0.5305609196396551 -0.5305609196396551 -0.5305609196396551 0.6181868558693281 1.2719453648763357
29 174 -0.5491201119635721 -0.5491201119635721 -0.5491201119635721 -0.5491201119635721 0.6714759027965395 1.2446365380959905
30 180 -0.5559988005290959 -0.5559988005290959 -0.5559988005290959 -0.5559988005290959 0.6714759027965395 1.2446365380959905
31 186 -0.48269761214847795 -0.48269761214847795 -0.48269761214847795 -0.48269761214847795 0.7192373654444838 1.2176607130676746
32 192 -0.43544191663020476 -0.43544191663020476 -0.43544191663020476 -0.43544191663020476 0.7192373654444838 1.2176607130676746
33 198 -0.47028556321969694 -0.47028556321969694 -0.47028556321969694 -0.47028556321969694 0.7278148368783802 1.2125533238664998
33 198 -0.47028556321969694 -0.47028556321969694 -0.47028556321969694 -0.47028556321969694 0.7278148368783802 1.2125533238664998
